date,state,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease
7/4/2020,TX,33,0,49645,8258
7/4/2020,UT,0,36,9404,676
7/4/2020,VA,4,20,10153,716
7/4/2020,VI,0,0,97,13
7/4/2020,VT,0,0,1000,2
7/4/2020,WA,10,21,4403,231
7/4/2020,WI,0,19,6084,776
7/4/2020,WV,1,0,712,15
7/4/2020,WY,0,0,0,24
7/3/2020,AK,1,0,4253,46
7/3/2020,AL,21,48,9149,1754
7/3/2020,AR,2,40,6703,547
7/3/2020,AS,0,0,0,0
7/3/2020,AZ,31,102,13109,4433
7/3/2020,CA,100,0,103770,5688
7/3/2020,CO,1,14,6712,323
7/3/2020,CT,9,0,-99,71
7/3/2020,DC,1,0,1701,45
7/3/2020,DE,2,0,3233,192
7/3/2020,FL,67,341,39689,9488
7/3/2020,GA,7,153,15194,2784
7/3/2020,GU,0,0,610,6
7/3/2020,HI,0,0,1308,20
7/3/2020,IA,2,0,3703,220
7/3/2020,ID,0,10,3365,223
7/3/2020,IL,27,0,33450,937
7/3/2020,IN,19,36,6790,528
7/3/2020,KS,5,24,7459,929
7/3/2020,KY,4,23,9556,297
7/3/2020,LA,23,0,15040,1728
7/3/2020,MA,17,44,11232,290
7/3/2020,MD,11,34,10121,538
7/3/2020,ME,0,4,2587,45
7/3/2020,MI,3,0,22631,497
7/3/2020,MN,8,27,14331,414
7/3/2020,MO,4,0,7094,547
7/3/2020,MP,0,0,0,1
7/3/2020,MS,0,0,0,0
7/3/2020,MT,1,3,2309,45
7/3/2020,NC,1,0,26074,2099
7/3/2020,ND,0,3,2314,63
7/3/2020,NE,6,10,1330,142
7/3/2020,NH,2,2,1860,20
7/3/2020,NJ,58,73,21202,386
7/3/2020,NM,3,17,6333,244
7/3/2020,NV,3,0,7972,985
7/3/2020,NY,8,0,65474,918
7/3/2020,OH,0,46,33760,1091
7/3/2020,OK,3,46,10278,526
7/3/2020,OR,0,0,3336,342
7/3/2020,PA,34,0,13204,667
7/3/2020,PR,1,0,0,75
7/3/2020,RI,1,8,673,22
7/3/2020,SC,9,28,5800,1831
7/3/2020,SD,0,4,967,85
7/3/2020,TN,13,50,22213,1822
7/3/2020,TX,50,0,30548,7555
7/3/2020,UT,5,24,9654,596
7/3/2020,VA,29,145,13446,658
7/3/2020,VI,0,0,39,6
7/3/2020,VT,0,0,1045,9
7/3/2020,WA,3,40,9626,443
7/3/2020,WI,3,36,9607,622
7/3/2020,WV,0,0,2288,73
7/3/2020,WY,0,0,0,32
7/2/2020,AK,0,0,1470,39
7/2/2020,AL,13,32,4626,1149
7/2/2020,AR,2,29,8251,878
7/2/2020,AS,0,0,0,0
7/2/2020,AZ,37,79,7910,3333
7/2/2020,CA,73,0,78134,6408
7/2/2020,CO,0,24,5438,314
7/2/2020,CT,2,143,10231,74
7/2/2020,DC,1,0,1003,25
7/2/2020,DE,1,0,3313,221
7/2/2020,FL,68,329,41720,10109
7/2/2020,GA,22,225,24729,3472
7/2/2020,GU,0,0,136,13
7/2/2020,HI,0,3,1223,9
7/2/2020,IA,1,0,6990,758
7/2/2020,ID,0,10,3828,253
7/2/2020,IL,36,0,29393,869
7/2/2020,IN,12,44,6684,435
7/2/2020,KS,0,43,0,0
7/2/2020,KY,9,27,8467,237
7/2/2020,LA,17,0,13903,1383
7/2/2020,MA,51,40,7628,195
7/2/2020,MD,7,37,10066,505
7/2/2020,ME,0,3,3542,34
7/2/2020,MI,14,0,22689,589
7/2/2020,MN,13,31,12826,494
7/2/2020,MO,5,0,7222,356
7/2/2020,MP,0,0,0,0
7/2/2020,MS,10,31,4417,870
7/2/2020,MT,0,1,1752,67
7/2/2020,NC,18,0,27253,1629
7/2/2020,ND,0,0,927,43
7/2/2020,NE,2,13,1921,133
7/2/2020,NH,2,0,1118,20
7/2/2020,NJ,27,87,20548,428
7/2/2020,NM,3,26,5750,129
7/2/2020,NV,14,0,0,632
7/2/2020,NY,11,0,69070,875
7/2/2020,OH,27,127,0,1301
7/2/2020,OK,6,62,6310,427
7/2/2020,OR,1,14,7331,363
7/2/2020,PA,63,0,12637,832
7/2/2020,PR,0,0,0,71
7/2/2020,RI,3,4,985,59
7/2/2020,SC,18,0,9747,1782
7/2/2020,SD,4,9,931,67
7/2/2020,TN,11,60,18993,1575
7/2/2020,TX,44,0,45940,7915
7/2/2020,UT,3,29,2474,554
7/2/2020,VA,30,361,15091,532
7/2/2020,VI,0,0,48,2
7/2/2020,VT,0,0,1032,17
7/2/2020,WA,7,41,13942,869
7/2/2020,WI,7,37,12339,584
7/2/2020,WV,0,0,4868,121
7/2/2020,WY,0,2,1508,36
7/1/2020,AK,0,0,2177,38
7/1/2020,AL,22,34,6384,917
7/1/2020,AR,7,35,3235,420
7/1/2020,AS,0,0,0,0
7/1/2020,AZ,88,101,12363,4877
7/1/2020,CA,110,0,79630,7407
7/1/2020,CO,12,47,3442,204
7/1/2020,CT,2,0,11393,58
7/1/2020,DC,2,0,2702,38
7/1/2020,DE,0,0,467,36
7/1/2020,FL,46,246,28796,6563
7/1/2020,GA,22,224,18214,2946
7/1/2020,GU,0,0,461,8
7/1/2020,HI,0,2,1298,17
7/1/2020,IA,2,0,5158,444
7/1/2020,ID,1,8,1372,365
7/1/2020,IL,28,0,32262,828
7/1/2020,IN,10,30,5162,358
7/1/2020,KS,2,0,5901,547
7/1/2020,KY,7,14,5938,218
7/1/2020,LA,17,0,21494,2083
7/1/2020,MA,27,15,10033,261
7/1/2020,MD,15,58,6390,359
7/1/2020,ME,0,3,2248,41
7/1/2020,MI,5,0,16441,361
7/1/2020,MN,6,27,11378,413
7/1/2020,MO,2,0,16357,376
7/1/2020,MP,0,0,0,0
7/1/2020,MS,9,21,5553,653
7/1/2020,MT,0,4,2420,49
7/1/2020,NC,30,0,30362,1843
7/1/2020,ND,0,3,1065,39
7/1/2020,NE,5,0,2316,135
7/1/2020,NH,4,0,849,22
7/1/2020,NJ,43,207,20302,261
7/1/2020,NM,4,26,6296,165
7/1/2020,NV,4,0,5883,645
7/1/2020,NY,11,0,56085,625
7/1/2020,OH,13,72,3000,1076
7/1/2020,OK,2,33,4361,355
7/1/2020,OR,1,17,5451,275
7/1/2020,PA,0,0,11981,636
7/1/2020,PR,0,0,0,72
7/1/2020,RI,6,6,1891,65
7/1/2020,SC,27,0,7780,1520
7/1/2020,SD,2,8,793,62
7/1/2020,TN,5,50,22953,1806
7/1/2020,TX,57,0,44590,8076
7/1/2020,UT,1,32,2106,499
7/1/2020,VA,23,41,13183,416
7/1/2020,VI,0,0,57,6
7/1/2020,VT,0,0,526,2
7/1/2020,WA,12,38,15270,878
7/1/2020,WI,9,36,12068,563
7/1/2020,WV,0,0,1561,27
7/1/2020,WY,0,0,0,27
6/30/2020,AK,0,0,3440,36
6/30/2020,AL,21,44,12489,870
6/30/2020,AR,5,33,8147,520
6/30/2020,AS,0,0,0,0
6/30/2020,AZ,44,102,16251,4682
6/30/2020,CA,44,0,95967,9480
6/30/2020,CO,26,41,4088,204
6/30/2020,CT,2,0,11384,152
6/30/2020,DC,0,0,1900,35
6/30/2020,DE,2,0,852,98
6/30/2020,FL,58,228,26159,6093
6/30/2020,GA,21,227,8887,1874
6/30/2020,GU,0,0,397,4
6/30/2020,HI,0,0,587,1
6/30/2020,IA,7,0,3118,225
6/30/2020,ID,0,10,2525,433
6/30/2020,IL,21,0,30345,724
6/30/2020,IN,16,41,7311,366
6/30/2020,KS,0,0,0,0
6/30/2020,KY,5,19,9216,277
6/30/2020,LA,22,0,22860,1014
6/30/2020,MA,-41,-8,5740,114
6/30/2020,MD,15,22,6237,305
6/30/2020,ME,0,1,1395,34
6/30/2020,MI,32,0,15177,505
6/30/2020,MN,6,23,11919,442
6/30/2020,MO,17,0,5093,508
6/30/2020,MP,0,0,0,0
6/30/2020,MS,14,41,3344,680
6/30/2020,MT,0,1,2070,48
6/30/2020,NC,18,0,22542,1186
6/30/2020,ND,1,4,394,38
6/30/2020,NE,2,14,2742,143
6/30/2020,NH,0,0,0,0
6/30/2020,NJ,43,0,17995,395
6/30/2020,NM,1,11,6499,173
6/30/2020,NV,3,0,3989,562
6/30/2020,NY,13,0,51501,524
6/30/2020,OH,45,93,12804,743
6/30/2020,OK,2,31,14819,585
6/30/2020,OR,3,13,2330,171
6/30/2020,PA,35,0,10680,618
6/30/2020,PR,0,0,0,215
6/30/2020,RI,4,6,974,40
6/30/2020,SC,19,232,9512,1755
6/30/2020,SD,0,9,583,48
6/30/2020,TN,12,66,14709,1212
6/30/2020,TX,21,0,43118,6975
6/30/2020,UT,4,27,6295,553
6/30/2020,VA,23,159,8064,598
6/30/2020,VI,0,0,73,3
6/30/2020,VT,0,0,771,0
6/30/2020,WA,10,48,16827,902
6/30/2020,WI,0,39,12180,629
6/30/2020,WV,0,0,2074,35
6/30/2020,WY,0,5,1779,37
6/29/2020,AK,0,0,388,21
6/29/2020,AL,10,22,5279,1734
6/29/2020,AR,6,7,10367,947
6/29/2020,AS,0,0,0,0
6/29/2020,AZ,0,17,902,625
6/29/2020,CA,31,0,97731,8009
6/29/2020,CO,0,2,5569,285
6/29/2020,CT,4,0,21403,59
6/29/2020,DC,1,0,2184,44
6/29/2020,DE,0,0,3435,150
6/29/2020,FL,28,111,25580,5266
6/29/2020,GA,6,113,13972,2207
6/29/2020,GU,0,0,529,7
6/29/2020,HI,0,1,1650,27
6/29/2020,IA,3,0,4637,293
6/29/2020,ID,0,0,0,0
6/29/2020,IL,14,0,26180,738
6/29/2020,IN,5,21,5686,298
6/29/2020,KS,6,24,7961,905
6/29/2020,KY,2,12,2835,115
6/29/2020,LA,0,0,7681,845
6/29/2020,MA,35,26,6392,101
6/29/2020,MD,7,29,9363,477
6/29/2020,ME,1,1,0,28
6/29/2020,MI,3,0,12419,277
6/29/2020,MN,10,21,7226,312
6/29/2020,MO,1,0,5765,468
6/29/2020,MP,0,0,0,0
6/29/2020,MS,20,13,2659,675
6/29/2020,MT,0,3,6213,56
6/29/2020,NC,3,0,13058,1342
6/29/2020,ND,0,1,1722,46
6/29/2020,NE,0,1,2350,124
6/29/2020,NH,0,3,2146,43
6/29/2020,NJ,19,6,16061,90
6/29/2020,NM,1,14,7899,190
6/29/2020,NV,4,0,4703,734
6/29/2020,NY,7,0,46037,391
6/29/2020,OH,11,65,16880,737
6/29/2020,OK,0,33,0,228
6/29/2020,OR,2,3,7119,144
6/29/2020,PA,35,0,9415,492
6/29/2020,PR,0,0,79406,61
6/29/2020,RI,19,11,1320,36
6/29/2020,SC,4,0,8179,1324
6/29/2020,SD,0,5,529,35
6/29/2020,TN,8,35,26528,2125
6/29/2020,TX,10,0,39687,4283
6/29/2020,UT,1,21,4892,564
6/29/2020,VA,8,0,7591,453
6/29/2020,VI,0,0,0,0
6/29/2020,VT,0,0,1122,6
6/29/2020,WA,0,35,16632,984
6/29/2020,WI,7,14,5612,326
6/29/2020,WV,0,0,3094,53
6/29/2020,WY,0,0,0,33
6/28/2020,AK,0,0,2690,29
6/28/2020,AL,0,6,1896,358
6/28/2020,AR,10,36,6687,570
6/28/2020,AS,0,0,0,0
6/28/2020,AZ,9,22,11292,3857
6/28/2020,CA,33,0,88832,4810
6/28/2020,CO,0,7,5902,226
6/28/2020,CT,5,0,6233,97
6/28/2020,DC,2,0,3829,32
6/28/2020,DE,0,0,1949,135
6/28/2020,FL,29,108,43842,8530
6/28/2020,GA,2,22,14900,2225
6/28/2020,GU,0,0,227,0
6/28/2020,HI,1,1,1171,6
6/28/2020,IA,1,0,5686,477
6/28/2020,ID,1,3,2118,171
6/28/2020,IL,15,0,23143,646
6/28/2020,IN,3,21,7163,355
6/28/2020,KS,0,0,0,0
6/28/2020,KY,5,1,7364,373
6/28/2020,LA,9,0,16638,1467
6/28/2020,MA,19,9,9228,224
6/28/2020,MD,11,42,5330,327
6/28/2020,ME,0,1,1526,37
6/28/2020,MI,5,0,15591,267
6/28/2020,MN,8,24,15994,516
6/28/2020,MO,1,0,5569,314
6/28/2020,MP,0,0,0,0
6/28/2020,MS,4,24,2506,361
6/28/2020,MT,0,2,1216,11
6/28/2020,NC,10,0,15169,1605
6/28/2020,ND,0,1,1369,35
6/28/2020,NE,1,3,3949,251
6/28/2020,NH,2,1,1295,46
6/28/2020,NJ,27,18,20274,309
6/28/2020,NM,2,23,2110,211
6/28/2020,NV,0,0,3733,821
6/28/2020,NY,5,0,61290,616
6/28/2020,OH,3,57,11072,854
6/28/2020,OK,1,16,0,302
6/28/2020,OR,0,0,0,247
6/28/2020,PA,0,0,22775,1126
6/28/2020,PR,1,0,0,123
6/28/2020,RI,0,0,578,22
6/28/2020,SC,5,0,7257,1381
6/28/2020,SD,0,7,738,55
6/28/2020,TN,0,0,0,0
6/28/2020,TX,27,0,47036,5357
6/28/2020,UT,0,31,5175,472
6/28/2020,VA,8,36,9913,489
6/28/2020,VI,0,0,0,0
6/28/2020,VT,0,0,1140,2
6/28/2020,WA,6,46,4590,264
6/28/2020,WI,0,11,6024,480
6/28/2020,WV,0,0,1797,56
6/28/2020,WY,0,1,0,25
6/27/2020,AK,0,0,3771,18
6/27/2020,AL,12,44,4803,900
6/27/2020,AR,9,37,5907,678
6/27/2020,AS,0,0,0,0
6/27/2020,AZ,44,81,11421,3503
6/27/2020,CA,60,0,85024,5972
6/27/2020,CO,7,6,4689,317
6/27/2020,CT,4,0,9059,147
6/27/2020,DC,2,0,1117,31
6/27/2020,DE,0,0,2088,74
6/27/2020,FL,25,151,51055,9585
6/27/2020,GA,6,84,16795,1990
6/27/2020,GU,0,0,259,0
6/27/2020,HI,0,0,1280,16
6/27/2020,IA,0,0,5783,326
6/27/2020,ID,0,6,1403,283
6/27/2020,IL,26,0,29451,786
6/27/2020,IN,21,38,8692,435
6/27/2020,KS,0,0,0,0
6/27/2020,KY,0,0,0,0
6/27/2020,LA,0,0,0,0
6/27/2020,MA,28,19,11884,373
6/27/2020,MD,15,26,7084,335
6/27/2020,ME,1,2,2026,52
6/27/2020,MI,19,0,18765,350
6/27/2020,MN,6,20,11212,417
6/27/2020,MO,6,0,6325,347
6/27/2020,MP,0,0,0,0
6/27/2020,MS,13,34,4962,465
6/27/2020,MT,0,0,1063,23
6/27/2020,NC,9,0,16687,1719
6/27/2020,ND,0,3,1596,37
6/27/2020,NE,6,18,3418,178
6/27/2020,NH,0,0,0,0
6/27/2020,NJ,36,71,20289,289
6/27/2020,NM,4,17,5752,216
6/27/2020,NV,2,0,3265,479
6/27/2020,NY,16,0,72559,703
6/27/2020,OH,16,54,22470,817
6/27/2020,OK,7,47,14587,299
6/27/2020,OR,0,0,10479,276
6/27/2020,PA,0,0,0,0
6/27/2020,PR,1,0,0,144
6/27/2020,RI,0,0,1198,36
6/27/2020,SC,17,0,14889,1604
6/27/2020,SD,3,6,994,91
6/27/2020,TN,7,66,5793,728
6/27/2020,TX,42,0,19745,5747
6/27/2020,UT,1,44,4656,578
6/27/2020,VA,24,65,10786,677
6/27/2020,VI,0,0,41,0
6/27/2020,VT,0,0,1132,2
6/27/2020,WA,4,88,8189,489
6/27/2020,WI,11,31,8555,559
6/27/2020,WV,1,0,2649,49
6/27/2020,WY,0,-1,0,24
6/26/2020,AK,2,0,2320,20
6/26/2020,AL,11,41,7888,977
6/26/2020,AR,0,55,0,0
6/26/2020,AS,0,0,0,0
6/26/2020,AZ,45,108,12109,3518
6/26/2020,CA,79,0,72079,4890
6/26/2020,CO,18,11,6188,324
6/26/2020,CT,9,0,12639,65
6/26/2020,DC,3,0,1366,26
6/26/2020,DE,0,0,1071,37
6/26/2020,FL,41,213,39299,8942
6/26/2020,GA,25,148,11204,1900
6/26/2020,GU,0,0,471,3
6/26/2020,HI,0,4,1055,15
6/26/2020,IA,9,0,6100,489
6/26/2020,ID,0,3,1611,220
6/26/2020,IL,34,0,29568,910
6/26/2020,IN,9,32,9153,485
6/26/2020,KS,3,46,5586,568
6/26/2020,KY,7,5,7630,242
6/26/2020,LA,26,0,15987,1354
6/26/2020,MA,50,39,8396,233
6/26/2020,MD,13,42,7100,338
6/26/2020,ME,0,0,2224,32
6/26/2020,MI,1,0,18527,340
6/26/2020,MN,5,23,14089,493
6/26/2020,MO,8,0,6477,493
6/26/2020,MP,0,0,0,0
6/26/2020,MS,6,46,5347,550
6/26/2020,MT,1,2,1803,26
6/26/2020,NC,19,0,23812,1635
6/26/2020,ND,1,0,1414,28
6/26/2020,NE,3,26,1707,125
6/26/2020,NH,18,3,3129,73
6/26/2020,NJ,43,84,25374,388
6/26/2020,NM,5,18,6363,202
6/26/2020,NV,3,0,2731,381
6/26/2020,NY,14,0,60918,805
6/26/2020,OH,16,68,20935,987
6/26/2020,OK,2,57,5417,395
6/26/2020,OR,5,10,0,250
6/26/2020,PA,22,0,13680,600
6/26/2020,PR,0,0,0,45
6/26/2020,RI,7,3,1314,69
6/26/2020,SC,1,245,0,1313
6/26/2020,SD,1,7,1105,56
6/26/2020,TN,10,67,13073,1410
6/26/2020,TX,28,0,32287,5707
6/26/2020,UT,2,31,4838,676
6/26/2020,VA,25,50,12873,624
6/26/2020,VI,0,0,51,1
6/26/2020,VT,0,0,873,7
6/26/2020,WA,7,13,12967,620
6/26/2020,WI,0,25,8607,563
6/26/2020,WV,0,0,3202,51
6/26/2020,WY,0,1,1537,42
6/25/2020,AK,0,0,3332,24
6/25/2020,AL,5,45,9557,1142
6/25/2020,AR,0,31,4827,687
6/25/2020,AS,0,0,522,0
6/25/2020,AZ,27,93,11952,3056
6/25/2020,CA,101,0,96097,5349
6/25/2020,CO,2,9,4969,262
6/25/2020,CT,11,169,7769,81
6/25/2020,DC,2,0,2527,31
6/25/2020,DE,2,0,2700,91
6/25/2020,FL,46,203,47298,5004
6/25/2020,GA,47,144,12976,1714
6/25/2020,GU,0,0,366,14
6/25/2020,HI,0,1,1380,16
6/25/2020,IA,3,0,6603,492
6/25/2020,ID,1,2,2461,243
6/25/2020,IL,40,0,30792,894
6/25/2020,IN,8,29,11854,515
6/25/2020,KS,0,0,0,0
6/25/2020,KY,8,10,6926,254
6/25/2020,LA,12,0,11222,938
6/25/2020,MA,25,33,10158,226
6/25/2020,MD,21,35,8062,440
6/25/2020,ME,0,4,2355,53
6/25/2020,MI,19,0,17600,434
6/25/2020,MN,9,46,12693,360
6/25/2020,MO,7,0,14071,553
6/25/2020,MP,0,0,0,0
6/25/2020,MS,5,52,3244,1092
6/25/2020,MT,0,0,3229,37
6/25/2020,NC,18,0,18984,1009
6/25/2020,ND,2,3,724,32
6/25/2020,NE,1,11,1740,129
6/25/2020,NH,4,0,1486,27
6/25/2020,NJ,23,70,20961,304
6/25/2020,NM,4,17,5870,152
6/25/2020,NV,1,0,2666,887
6/25/2020,NY,18,0,66893,749
6/25/2020,OH,17,55,18051,892
6/25/2020,OK,3,17,6249,438
6/25/2020,OR,2,6,2486,124
6/25/2020,PA,39,0,12814,579
6/25/2020,PR,2,0,0,57
6/25/2020,RI,8,14,1406,45
6/25/2020,SC,10,0,14025,1125
6/25/2020,SD,3,3,717,60
6/25/2020,TN,11,45,8446,799
6/25/2020,TX,47,0,23086,5996
6/25/2020,UT,1,34,6726,590
6/25/2020,VA,14,21,15963,432
6/25/2020,VI,0,0,61,2
6/25/2020,VT,0,0,842,7
6/25/2020,WA,9,26,12573,660
6/25/2020,WI,9,27,10758,464
6/25/2020,WV,0,0,1624,32
6/25/2020,WY,0,2,0,44
6/24/2020,AK,0,0,3135,14
6/24/2020,AL,27,46,3754,967
6/24/2020,AR,3,26,6677,697
6/24/2020,AS,0,0,0,0
6/24/2020,AZ,79,58,6875,1795
6/24/2020,CA,52,0,88821,7149
6/24/2020,CO,17,23,2770,188
6/24/2020,CT,10,0,6459,14
6/24/2020,DC,4,0,837,34
6/24/2020,DE,1,0,623,42
6/24/2020,FL,44,251,22079,5511
6/24/2020,GA,10,190,10270,1703
6/24/2020,GU,0,0,381,6
6/24/2020,HI,0,5,1196,3
6/24/2020,IA,4,0,4924,332
6/24/2020,ID,0,5,1523,148
6/24/2020,IL,63,0,28616,715
6/24/2020,IN,9,30,5238,269
6/24/2020,KS,2,26,6187,505
6/24/2020,KY,1,18,4186,222
6/24/2020,LA,18,0,11684,882
6/24/2020,MA,48,62,7258,172
6/24/2020,MD,16,37,6592,330
6/24/2020,ME,1,0,3460,23
6/24/2020,MI,5,0,15779,358
6/24/2020,MN,7,37,9304,294
6/24/2020,MO,14,0,8925,725
6/24/2020,MP,0,0,0,0
6/24/2020,MS,22,31,7275,526
6/24/2020,MT,0,2,1120,23
6/24/2020,NC,15,0,15736,1721
6/24/2020,ND,1,1,1094,41
6/24/2020,NE,7,23,2524,135
6/24/2020,NH,4,0,1164,13
6/24/2020,NJ,46,86,16036,158
6/24/2020,NM,7,22,3863,144
6/24/2020,NV,2,0,3496,595
6/24/2020,NY,16,0,50563,581
6/24/2020,OH,20,68,9618,632
6/24/2020,OK,1,31,2739,482
6/24/2020,OR,3,23,3126,170
6/24/2020,PA,54,0,11810,495
6/24/2020,PR,0,0,0,135
6/24/2020,RI,6,9,1486,51
6/24/2020,SC,10,0,7673,1284
6/24/2020,SD,1,5,1025,66
6/24/2020,TN,14,50,11953,932
6/24/2020,TX,29,0,27417,5551
6/24/2020,UT,0,30,1978,484
6/24/2020,VA,16,79,7674,520
6/24/2020,VI,0,0,49,2
6/24/2020,VT,0,0,512,20
6/24/2020,WA,8,5,13870,675
6/24/2020,WI,7,31,9638,466
6/24/2020,WV,0,0,2673,47
6/24/2020,WY,0,0,1384,28
6/23/2020,AK,0,0,2106,17
6/23/2020,AL,23,50,4285,643
6/23/2020,AR,10,24,7558,595
6/23/2020,AS,0,0,0,0
6/23/2020,AZ,42,0,7135,3593
6/23/2020,CA,65,0,80224,5019
6/23/2020,CO,9,16,4938,166
6/23/2020,CT,14,0,-1601,117
6/23/2020,DC,2,0,1262,36
6/23/2020,DE,0,0,786,27
6/23/2020,FL,67,207,19979,3286
6/23/2020,GA,40,170,21485,1750
6/23/2020,GU,0,0,246,1
6/23/2020,HI,0,2,627,2
6/23/2020,IA,2,0,5749,322
6/23/2020,ID,0,10,2948,248
6/23/2020,IL,36,0,19906,601
6/23/2020,IN,16,34,7222,238
6/23/2020,KS,0,0,0,0
6/23/2020,KY,11,24,8960,302
6/23/2020,LA,17,0,16519,1356
6/23/2020,MA,16,63,7350,229
6/23/2020,MD,18,39,8406,404
6/23/2020,ME,0,3,680,23
6/23/2020,MI,12,0,10411,240
6/23/2020,MN,9,30,6666,242
6/23/2020,MO,0,0,0,0
6/23/2020,MP,0,0,48,0
6/23/2020,MS,11,34,0,611
6/23/2020,MT,0,1,2615,3
6/23/2020,NC,28,0,15635,848
6/23/2020,ND,1,0,93,7
6/23/2020,NE,5,22,1987,147
6/23/2020,NH,0,5,0,14
6/23/2020,NJ,56,111,15733,319
6/23/2020,NM,0,8,4516,129
6/23/2020,NV,0,0,3999,462
6/23/2020,NY,27,0,48112,597
6/23/2020,OH,31,87,10246,590
6/23/2020,OK,2,20,12104,295
6/23/2020,OR,0,14,3893,191
6/23/2020,PA,38,0,10745,510
6/23/2020,PR,0,0,0,121
6/23/2020,RI,3,8,1599,77
6/23/2020,SC,14,83,4459,912
6/23/2020,SD,2,8,630,27
6/23/2020,TN,11,35,4564,750
6/23/2020,TX,28,0,42792,5489
6/23/2020,UT,5,34,2570,394
6/23/2020,VA,25,61,9725,529
6/23/2020,VI,0,0,42,0
6/23/2020,VT,0,0,720,1
6/23/2020,WA,6,13,12482,616
6/23/2020,WI,5,37,11531,297
6/23/2020,WV,3,0,3094,30
6/23/2020,WY,0,4,1323,24
6/22/2020,AK,0,0,2767,6
6/22/2020,AL,2,11,3999,433
6/22/2020,AR,3,12,13164,941
6/22/2020,AS,0,0,0,0
6/22/2020,AZ,3,0,7850,2196
6/22/2020,CA,20,0,88200,4230
6/22/2020,CO,0,4,4196,190
6/22/2020,CT,3,0,6324,27
6/22/2020,DC,2,0,2444,38
6/22/2020,DE,0,0,1704,45
6/22/2020,FL,12,82,15265,2926
6/22/2020,GA,5,116,8492,1227
6/22/2020,GU,0,0,392,2
6/22/2020,HI,0,1,840,11
6/22/2020,IA,1,0,1392,88
6/22/2020,ID,0,0,0,0
6/22/2020,IL,24,0,17757,462
6/22/2020,IN,13,31,6786,210
6/22/2020,KS,5,21,6958,406
6/22/2020,KY,0,10,4662,89
6/22/2020,LA,12,0,6791,461
6/22/2020,MA,16,9,6594,149
6/22/2020,MD,8,28,5397,297
6/22/2020,ME,0,0,0,14
6/22/2020,MI,7,0,10345,246
6/22/2020,MN,4,33,8467,307
6/22/2020,MO,5,0,2077,140
6/22/2020,MP,0,0,0,0
6/22/2020,MS,40,114,12888,1646
6/22/2020,MT,1,1,925,23
6/22/2020,NC,3,0,10766,804
6/22/2020,ND,1,2,1255,25
6/22/2020,NE,0,0,2164,103
6/22/2020,NH,0,2,2951,26
6/22/2020,NJ,28,134,22159,273
6/22/2020,NM,0,0,0,0
6/22/2020,NV,0,0,2044,330
6/22/2020,NY,14,0,56228,552
6/22/2020,OH,4,50,15651,729
6/22/2020,OK,0,25,0,218
6/22/2020,OR,2,23,3871,146
6/22/2020,PA,3,0,9647,456
6/22/2020,PR,0,0,0,39
6/22/2020,RI,9,28,1596,59
6/22/2020,SC,6,0,205,1008
6/22/2020,SD,0,8,274,29
6/22/2020,TN,5,10,14025,451
6/22/2020,TX,10,0,19549,3280
6/22/2020,UT,0,8,2473,444
6/22/2020,VA,9,2,11976,471
6/22/2020,VI,0,0,0,0
6/22/2020,VT,0,0,758,4
6/22/2020,WA,5,19,12915,719
6/22/2020,WI,1,11,6300,263
6/22/2020,WV,0,0,606,9
6/22/2020,WY,0,5,0,33
6/21/2020,AK,0,0,1121,12
6/21/2020,AL,1,17,4683,472
6/21/2020,AR,0,52,0,0
6/21/2020,AS,0,0,0,0
6/21/2020,AZ,1,3,11872,2592
6/21/2020,CA,71,0,80329,4515
6/21/2020,CO,0,5,5155,162
6/21/2020,CT,9,0,2003,40
6/21/2020,DC,2,0,1533,36
6/21/2020,DE,0,0,2464,94
6/21/2020,FL,17,98,34530,3494
6/21/2020,GA,1,0,3031,892
6/21/2020,GU,0,0,0,0
6/21/2020,HI,0,0,1112,14
6/21/2020,IA,4,0,6478,467
6/21/2020,ID,0,4,1637,135
6/21/2020,IL,22,0,23158,658
6/21/2020,IN,4,33,9756,362
6/21/2020,KS,0,0,0,0
6/21/2020,KY,2,0,0,120
6/21/2020,LA,1,0,5603,393
6/21/2020,MA,30,9,8258,125
6/21/2020,MD,14,47,6401,350
6/21/2020,ME,0,3,1395,19
6/21/2020,MI,3,0,12626,166
6/21/2020,MN,8,30,11867,453
6/21/2020,MO,1,0,3629,413
6/21/2020,MP,0,0,0,0
6/21/2020,MS,0,0,0,0
6/21/2020,MT,0,4,808,19
6/21/2020,NC,8,0,13022,1412
6/21/2020,ND,0,3,1905,37
6/21/2020,NE,0,12,2271,116
6/21/2020,NH,2,2,286,32
6/21/2020,NJ,15,0,25786,308
6/21/2020,NM,5,11,8524,305
6/21/2020,NV,1,0,2454,274
6/21/2020,NY,15,0,66862,664
6/21/2020,OH,3,41,12710,546
6/21/2020,OK,1,14,0,478
6/21/2020,OR,1,0,8329,187
6/21/2020,PA,4,0,9554,464
6/21/2020,PR,2,0,0,62
6/21/2020,RI,0,0,623,27
6/21/2020,SC,9,0,5511,907
6/21/2020,SD,0,10,1039,72
6/21/2020,TN,2,25,9633,656
6/21/2020,TX,17,0,58916,3866
6/21/2020,UT,3,23,3124,394
6/21/2020,VA,4,22,13721,551
6/21/2020,VI,0,0,10,2
6/21/2020,VT,0,0,805,12
6/21/2020,WA,10,27,3608,189
6/21/2020,WI,0,17,5771,289
